ID,FC name,FC parent,FC ontology,ADAN name,ADAN parent,Confidence,Note
224,Apical segmental artery of right lung,Superior lobar artery of right lung,FMA:8617,right coronary right marginal branch,right coronary,0.8924292325973511,
224,,,,right coronary right posterolateral branch,right coronary atrioventricular branch,0.8745827078819275,
224,,,,right coronary intermediate atrial branch,right coronary,0.8718163967132568,
224,,,,right coronary posterior interventricular branch,right coronary,0.8712339997291565,
224,,,,anterior segmental artery,hepatic artery proper right branch,0.8706625699996948,
225,Anterior segmental artery of right lung,Superior lobar artery of right lung,FMA:8620,right coronary right marginal branch,right coronary,0.8942673206329346,
225,,,,anterior segmental artery,hepatic artery proper right branch,0.8846487402915955,
225,,,,right coronary intermediate atrial branch,right coronary,0.8800019025802612,
225,,,,right coronary atrial branch,right coronary,0.8755214214324951,
225,,,,right coronary posterior interventricular branch,right coronary,0.8718236684799194,
226,Posterior segmental artery of right lung,Superior lobar artery of right lung,FMA:8619,right coronary posterior interventricular branch,right coronary,0.8846591114997864,
226,,,,right coronary right marginal branch,right coronary,0.874388575553894,
226,,,,posterior segmental artery,hepatic artery proper right branch,0.873449981212616,
226,,,,right coronary interventricular septal branch 1,right coronary posterior interventricular branch,0.8653644323348999,
226,,,,right coronary right posterolateral branch,right coronary atrioventricular branch,0.8614989519119263,
227,Middle lobar artery of right lung,Right pulmonary artery,ILX:0745810,right coronary right marginal branch,right coronary,0.8991333246231079,
227,,,,right coronary posterior interventricular branch,right coronary,0.8939729928970337,
227,,,,right coronary atrial branch,right coronary,0.8883612155914307,
227,,,,right coronary,right coronary,0.8878743648529053,
227,,,,right coronary intermediate atrial branch,right coronary,0.8843510150909424,
228,Medial segmental artery of right lung,Middle lobar artery of right lung,ILX:0745176,right coronary right marginal branch,right coronary,0.8826606273651123,
228,,,,right coronary intermediate atrial branch,right coronary,0.8549474477767944,
228,,,,right coronary posterior interventricular branch,right coronary,0.8543614745140076,
228,,,,right coronary atrial branch,right coronary,0.8508387207984924,
228,,,,right coronary right posterolateral branch,right coronary atrioventricular branch,0.8505944013595581,
229,Lateral segmental artery of right lung,Middle lobar artery of right lung,ILX:0748722,right coronary right marginal branch,right coronary,0.8669400811195374,
229,,,,right coronary posterior interventricular branch,right coronary,0.845533013343811,
229,,,,right coronary intermediate atrial branch,right coronary,0.8404061794281006,
229,,,,hepatic artery proper right branch,hepatic artery proper right branch,0.8379573822021484,
229,,,,right coronary right posterolateral branch,right coronary atrioventricular branch,0.8374322056770325,
230,Inferior lobar artery of right lung,Right pulmonary artery,ILX:0748221,right coronary posterior interventricular branch,right coronary,0.885256826877594,
230,,,,right coronary,right coronary,0.8709737658500671,
230,,,,right coronary right marginal branch,right coronary,0.8694649934768677,
230,,,,right coronary atrial branch,right coronary,0.8688856959342957,
230,,,,right coronary intermediate atrial branch,right coronary,0.8678595423698425,
231,Superior segmental artery of right lung,Inferior lobar artery of right lung,ILX:0747971,right coronary right marginal branch,right coronary,0.8595762252807617,
231,,,,right coronary posterior interventricular branch,right coronary,0.8588725328445435,
231,,,,anterior segmental artery,hepatic artery proper right branch,0.8578366041183472,
231,,,,right coronary intermediate atrial branch,right coronary,0.8513275980949402,
231,,,,posterior segmental artery,hepatic artery proper right branch,0.8495295643806458,
232,Anterior basal segmental artery of right lung,Inferior lobar artery of right lung,FMA:8630,right coronary right marginal branch,right coronary,0.8595387935638428,
232,,,,anterior segmental artery,hepatic artery proper right branch,0.8574373722076416,
232,,,,right coronary posterior interventricular branch,right coronary,0.8501845598220825,
232,,,,right coronary intermediate atrial branch,right coronary,0.8471858501434326,
232,,,,right coronary interventricular septal branch 1,right coronary posterior interventricular branch,0.8448911309242249,
233,Lateral basal segmental artery of right lung,Inferior lobar artery of right lung,FMA:8631,posterior segmental artery,hepatic artery proper right branch,0.8314306139945984,
233,,,,right coronary right marginal branch,right coronary,0.8283748030662537,
233,,,,right coronary posterior interventricular branch,right coronary,0.8237130641937256,
233,,,,right coronary interventricular septal branch 1,right coronary posterior interventricular branch,0.8225216865539551,
233,,,,hepatic artery proper right branch,hepatic artery proper right branch,0.8222885131835938,
234,Medial basal segmental artery of right lung,Inferior lobar artery of right lung,FMA:8628,right coronary right marginal branch,right coronary,0.8523687720298767,
234,,,,right coronary posterior interventricular branch,right coronary,0.8405047059059143,
234,,,,right coronary interventricular septal branch 1,right coronary posterior interventricular branch,0.8400447368621826,
234,,,,hepatic artery proper right branch,hepatic artery proper right branch,0.8352594971656799,
234,,,,right coronary right posterolateral branch,right coronary atrioventricular branch,0.8322505950927734,
235,Posterior basal segmental artery of right lung,Inferior lobar artery of right lung,FMA:8632,posterior segmental artery,hepatic artery proper right branch,0.8595479130744934,
235,,,,right coronary posterior interventricular branch,right coronary,0.855141818523407,
235,,,,right coronary interventricular septal branch 1,right coronary posterior interventricular branch,0.8515630960464478,
235,,,,right coronary posterior interventricular branch,right coronary posterior interventricular branch,0.8447520136833191,
235,,,,right coronary right marginal branch,right coronary,0.8305819630622864,
236,Left pulmonary artery,Bifurcation of pulmonary trunk,UBERON:0001652,perforator,left gastric,0.8600161075592041,
236,,,,splenic branch,left gastro omental,0.8545591235160828,
236,,,,perforator,interlobar 2,0.8473505973815918,
236,,,,perforator,renal posterior branch,0.8471674919128418,
236,,,,perforator,posterior segmental branch 2,0.8424292802810669,
237,Superior lobar artery of left lung,Left pulmonary artery,nan,lateral segmental artery,hepatic artery proper left branch,0.8698617219924927,
237,,,,left colic ascending branch,left colic,0.868471086025238,
237,,,,left colic descending branch,left colic,0.8660804033279419,
237,,,,left coronary anterior interventricular branch,left coronary,0.8549157381057739,
237,,,,medial segmental artery,hepatic artery proper left branch,0.8465672135353088,
238,Apical segmental artery of left lung,Superior lobar artery of left lung,ILX:0748629,lateral segmental artery,hepatic artery proper left branch,0.8867784738540649,
238,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8545238971710205,
238,,,,left colic ascending branch,left colic,0.8440219163894653,
238,,,,medial segmental artery,hepatic artery proper left branch,0.8422712087631226,
238,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8413504362106323,
239,Anterior segmental artery of left lung,Superior lobar artery of left lung,FMA:13279,lateral segmental artery,hepatic artery proper left branch,0.8767974376678467,
239,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8487904071807861,
239,,,,left colic ascending branch,left colic,0.8477063179016113,
239,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8460235595703125,
239,,,,medial segmental artery,hepatic artery proper left branch,0.8446328639984131,
240,Posterior segmental artery of left lung,Superior lobar artery of left lung,FMA:8635,lateral segmental artery,hepatic artery proper left branch,0.8771393299102783,
240,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8504429459571838,
240,,,,left colic descending branch,left colic,0.8364311456680298,
240,,,,left coronary posterior left ventricular branch,left coronary atrioventricular branch,0.8361020088195801,
240,,,,artery of caudate lobe,hepatic artery proper left branch,0.8355998396873474,
241,Inferior lingular artery of left lung,Superior lobar artery of left lung,ILX:0744343,lateral segmental artery,hepatic artery proper left branch,0.8551127910614014,
241,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8409652709960938,
241,,,,left colic descending branch,left colic,0.8225837349891663,
241,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8222340941429138,
241,,,,artery of caudate lobe,hepatic artery proper left branch,0.8196123242378235,
242,Superior lingular artery of left lung,Superior lobar artery of left lung,ILX:0743458,lateral segmental artery,hepatic artery proper left branch,0.8346945643424988,
242,,,,artery of caudate lobe,hepatic artery proper left branch,0.8140354156494141,
242,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.812987744808197,
242,,,,medial segmental artery,hepatic artery proper left branch,0.7997068166732788,
242,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.7988165020942688,
243,Inferior lobar artery of left lung,Left pulmonary artery,ILX:0742642,left colic descending branch,left colic,0.8724468946456909,
243,,,,left colic ascending branch,left colic,0.8622418642044067,
243,,,,left coronary anterior interventricular branch,left coronary,0.8599853515625,
243,,,,left gastric,left gastric,0.8571372032165527,
243,,,,left coronary left marginal,left coronary circumflex branch,0.8561182022094727,
244,Superior segmental artery of left lung,Inferior lobar artery of left lung,ILX:0742452,lateral segmental artery,hepatic artery proper left branch,0.8751621842384338,
244,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8555326461791992,
244,,,,left colic descending branch,left colic,0.8433302640914917,
244,,,,left colic ascending branch,left colic,0.8408842086791992,
244,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8377354145050049,
245,Anterior basal segmental artery of left lung,Inferior lobar artery of left lung,FMA:8645,lateral segmental artery,hepatic artery proper left branch,0.8667226433753967,
245,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8525668382644653,
245,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.851081132888794,
245,,,,left coronary left marginal,left coronary circumflex branch,0.8421059846878052,
245,,,,left colic descending branch,left colic,0.8410007953643799,
246,Lateral basal segmental artery of left lung,Inferior lobar artery of left lung,FMA:8646,lateral segmental artery,hepatic artery proper left branch,0.8838958144187927,
246,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8546510934829712,
246,,,,left coronary left marginal,left coronary circumflex branch,0.8386877775192261,
246,,,,left colic descending branch,left colic,0.8321630358695984,
246,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8293038606643677,
247,Madial basal segmental artery of left lung,Inferior lobar artery of left lung,FMA:8644,lateral segmental artery,hepatic artery proper left branch,0.8573037385940552,
247,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8426392674446106,
247,,,,left coronary left marginal,left coronary circumflex branch,0.8386189937591553,
247,,,,left colic descending branch,left colic,0.8328461050987244,
247,,,,left coronary anterior interventricular lateral branch,left coronary anterior interventricular branch,0.8277207612991333,
248,Posterior basal segmental artery of left lung,Inferior lobar artery of left lung,FMA:8647,lateral segmental artery,hepatic artery proper left branch,0.8582437634468079,
248,,,,hepatic artery proper left branch,hepatic artery proper left branch,0.8455712199211121,
248,,,,left coronary posterior left ventricular branch,left coronary atrioventricular branch,0.8402602076530457,
248,,,,left coronary left marginal,left coronary circumflex branch,0.8354619741439819,
248,,,,left colic descending branch,left colic,0.8308637142181396,
249,Right coronary artery,Ascending aorta,UBERON:0001625,right coronary,aortic arch,0.97415691614151,
249,,,,right coronary,right coronary,0.9480619430541992,
249,,,,right coronary atrial branch,right coronary,0.9389112591743469,
249,,,,right coronary conus branch,right coronary,0.9349613189697266,
249,,,,right coronary intermediate atrial branch,right coronary,0.9349396228790283,
250,Right inferolateral branch of right coronary artery,Right coronary artery,nan,right coronary right marginal branch,right coronary,0.9772676229476929,
250,,,,right coronary intermediate atrial branch,right coronary,0.9771543741226196,
250,,,,right coronary,right coronary,0.9749511480331421,
250,,,,right coronary conus branch,right coronary,0.9746593236923218,
250,,,,right coronary atrial branch,right coronary,0.9737346768379211,
251,Left coronary artery,NA,UBERON:0001626,left coronary,aortic arch,1.0,align
252,Anterior interventricular artery,Left coronary artery,ILX:0743606,left coronary anterior interventricular branch,left coronary,0.9501793384552002,
252,,,,left coronary,aortic arch,0.9314213991165161,
252,,,,left coronary anterior interventricular branch,left coronary anterior interventricular branch,0.9217703342437744,
252,,,,left coronary conus branch,left coronary anterior interventricular branch,0.9123473167419434,
252,,,,left coronary circumflex branch,left coronary,0.907218873500824,
253,Septal branches of anterior interventricular artery,Anterior interventricular artery,ILX:0774036,anterior spinal,anterior segmental medullary,0.8662409782409668,
253,,,,anterior inferior segmental,anterior inferior segmental,0.8628440499305725,
253,,,,anterior spinal,anterior segmental medullar,0.8627495765686035,
253,,,,anterior intercostal branch,internal thoracic,0.8625367879867554,
253,,,,anterior inferior cerebellar,basilar,0.8623430728912354,
254,Circumflex artery of heart,Left coronary artery,nan,left coronary circumflex branch,left coronary,0.9562966823577881,
254,,,,left coronary anterior interventricular branch,left coronary,0.9385480880737305,
254,,,,left coronary circumflex branch,left coronary circumflex branch,0.9286079406738281,
254,,,,left coronary atrioventricular branch,left coronary circumflex branch,0.9246256351470947,
254,,,,left coronary,aortic arch,0.9197235107421875,
